solution_id,question_hash,difficulty,answer_text,model_name,generated_at
79,a41f02b20d0837989b9db35794c07badbd608c52d9ffae761dfe0efedbcbab96,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Gradient Descent: Gradient descent minimizes a loss function by iteratively updating parameters in the direction of steepest descent: theta = theta - alpha * gradient(L). The learning rate alpha controls step size.",gpt-4o-mini,2026-03-28 10:47:01+05:30
80,4a5aafcbe21b1e8de9a1ab93d8e2495d80d3d1ea341c1fb63cd7b3c2083a87ab,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Database Normalization: Second normal form (2NF) eliminates partial dependencies: every non-prime attribute must depend on the entire candidate key, not just part of it. This is relevant only for tables with composite primary keys.",claude-3-haiku,2025-10-31 21:18:17+05:30
81,9ba0febf479690d7c258d5cdde7a9993047145e57af45be1f2bf41b231dbf752,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Confidence Intervals: The margin of error is half the width of a confidence interval. For proportions, it is maximized at p = 0.5 and decreases as the sample proportion moves toward 0 or 1.",gpt-4o,2026-03-06 11:11:21+05:30
82,cb4956efbd881b3052bbb76c80b8d904c03754bce8fffb8d507d70a58348a10b,advanced,"Based on the retrieved source materials, here is a advanced-level explanation of SQL Joins: An inner join returns only rows where the join condition is satisfied in both tables. It is the most common join type and produces the intersection of matching rows based on the specified columns.",gpt-4o-mini,2026-03-31 04:37:11+05:30
83,6ef963b3adc449d157ef5bf81882649b1372f5549b840c41862d5cbb20faf361,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Virtual Memory: Page replacement algorithms determine which page to evict when a page fault occurs and no free frames exist. LRU (Least Recently Used) evicts the page unused for the longest time, approximating optimal replacement.",gpt-4o,2025-11-20 12:42:02+05:30
84,40d114b2af9fc34233f4a98202d3652352e826166c52a0d4f5389799e29e95fd,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Process Scheduling: Round-robin scheduling assigns each process a fixed time quantum and cycles through the ready queue. It provides fair CPU sharing and bounded response time but may cause excessive context switching with small quanta.",claude-3-haiku,2025-11-24 16:54:12+05:30
85,fa1a56e198defc8fd5026ca52e729f1cbe703a19d173a9fe0be94e27adaf92dc,advanced,"Based on the retrieved source materials, here is a advanced-level explanation of Newton's Laws: Newton's third law states that forces come in equal and opposite action-reaction pairs acting on different bodies. This is fundamental to deriving conservation of momentum in isolated systems.",claude-3-haiku,2026-03-10 19:27:40+05:30
86,faea215d2dc5e7143c9b168b80b260bddb22b4d21f6509947e794fa29765dcfb,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Graph Algorithms: Breadth-first search (BFS) explores vertices level by level using a queue, guaranteeing shortest paths in unweighted graphs. Its time complexity is O(V + E) where V is vertices and E is edges.",gpt-4o,2025-12-21 10:30:29+05:30
87,945524bf85b6eb974581b793c91b0076e46c1ae9c1920f304aa9e44aa1ba1020,advanced,"Based on the retrieved source materials, here is a advanced-level explanation of Matrix Decomposition: The Cholesky decomposition A = L*L^T applies to symmetric positive-definite matrices and is twice as efficient as LU decomposition. It is widely used in statistics for sampling multivariate normal distributions.",gpt-4o-mini,2026-02-08 08:42:38+05:30
88,e226649c1e30202dafa57546119dff57361ec2238149bca48a42378dad53777b,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Indexing Strategies: A B-tree index maintains sorted data in a balanced tree structure, supporting equality and range lookups in O(log n) time. It is the default index type in most relational databases.",gpt-4o,2026-04-19 01:52:19+05:30
89,19e6d65c0042dd75a824e7cb6afbc9f2606b8dfce4f32e2f5762e141b16c625d,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Dynamic Programming: Dynamic programming solves optimization problems by breaking them into overlapping subproblems and storing intermediate results. The key insight is optimal substructure: an optimal solution contains optimal solutions to its subproblems.",gpt-4o-mini,2025-11-26 01:17:19+05:30
90,24b6a6a14ebd8ddd1a855932f6bb2b21a7c9f2888b8e608a246ae289a8e47c82,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Virtual Memory: Page replacement algorithms determine which page to evict when a page fault occurs and no free frames exist. LRU (Least Recently Used) evicts the page unused for the longest time, approximating optimal replacement.",gpt-4o-mini,2026-01-04 22:27:22+05:30
91,386808a3a57771e930b7c0f02cee2b381119391c1a4b8eef5052b7a5a32f4934,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Database Normalization: Boyce-Codd normal form (BCNF) strengthens 3NF by requiring that for every functional dependency X → Y, X must be a superkey. The difference from 3NF arises when a prime attribute depends on a non-superkey.",gpt-4o-mini,2025-12-12 06:05:08+05:30
92,0bc6ba5030e6ba068cb4a8919323b4579b4d113f9232ff7abe37ff7f0619deec,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of TCP/IP Protocol: TCP congestion control algorithms (slow start, congestion avoidance, fast retransmit, fast recovery) dynamically adjust the sending rate to avoid network congestion while maximizing throughput.",claude-3-haiku,2026-04-19 19:52:10+05:30
93,02471df5b4c9ef7713589dd2d99de4f4b49a8010b892c56ec8b443b9129fb82a,advanced,"Based on the retrieved source materials, here is a advanced-level explanation of Memory Management: Segmentation divides memory into variable-sized segments reflecting logical program structure (code, data, stack). Unlike paging, it preserves the programmer's view of memory but suffers from external fragmentation.",gpt-4o,2026-01-31 16:05:04+05:30
94,63a5dc4f52c67513bcb02618f6672df6e2eec3a4b90ef7ba9cb1d845683a704c,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Sorting Algorithms: Merge sort is a divide-and-conquer algorithm that recursively splits an array in half, sorts each half, and merges the sorted halves. It guarantees O(n log n) time in all cases but requires O(n) auxiliary space.",gpt-4o,2026-01-27 16:11:56+05:30
95,3f66bda634a7810f24a618a2c6eaa97f0b020ea07faa4b7e9f30ca22efd42bd8,foundational,"Based on the retrieved source materials, here is a foundational-level explanation of Transaction Isolation: The ACID properties — Atomicity, Consistency, Isolation, Durability — define reliable transaction processing. Isolation ensures that concurrent transactions do not interfere with each other's intermediate states.",claude-3-haiku,2025-11-09 16:05:27+05:30
96,559aea353575b509a216cb3fb965f30e38aa138a274cf9197b64c39e7fadcfb0,advanced,"Based on the retrieved source materials, here is a advanced-level explanation of Graph Algorithms: Breadth-first search (BFS) explores vertices level by level using a queue, guaranteeing shortest paths in unweighted graphs. Its time complexity is O(V + E) where V is vertices and E is edges.",gpt-4o-mini,2026-01-08 08:39:27+05:30
97,2fc145d8be765559bba16711b5b0a620b1f1992ac0fbea47b6f7e22cb6597269,advanced,"Based on the retrieved source materials, here is a advanced-level explanation of Indexing Strategies: A B-tree index maintains sorted data in a balanced tree structure, supporting equality and range lookups in O(log n) time. It is the default index type in most relational databases.",gpt-4o-mini,2026-02-27 18:14:02+05:30
98,227417da32fb2498821029991f3cb13526edefedce7beab724d23d48d4964aca,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Gradient Descent: Stochastic gradient descent (SGD) computes gradients on random mini-batches rather than the full dataset, trading accuracy for speed. This introduces noise that can help escape local minima.",gpt-4o,2026-02-27 22:37:58+05:30
99,9f0f3e3a6676d190d2f348dc89963e4c5f2bc2ff537c10d562788a907f65c9f2,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Neural Networks: Activation functions introduce nonlinearity: sigmoid maps to (0,1), tanh to (-1,1), and ReLU(x) = max(0,x). ReLU is preferred in deep networks because it mitigates the vanishing gradient problem.",claude-3-haiku,2026-02-07 01:01:02+05:30
100,123672ccab9616c2fa8426563cdee66df964c03bf7705bde12b96b804af4fcde,intermediate,"Based on the retrieved source materials, here is a intermediate-level explanation of Newton's Laws: Newton's first law (inertia): an object remains at rest or in uniform motion unless acted upon by a net external force. This defines inertial reference frames where the laws of mechanics hold without pseudo-forces.",gpt-4o,2026-01-20 13:48:06+05:30
